,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
3654,High-Density Mixed,48911.623018262,1155.77298997729,93.7872625815576,020402020302,wikisrat,12
3655,Hay/Pasture,375.146984136323,14.0480636495244,3.96595909603633,020402020302,wikisrat,12
3656,Farm Animals,,559.204855164715,112.40036320608,020402020302,wikisrat,12
3657,Barren Areas,0.630905178396075,0.428007706669746,0.0121561336203534,020402020302,wikisrat,12
3658,Cropland,204882.754311261,2561.95140306769,299.563549876176,020402020302,wikisrat,12
3659,Septic Systems,,4249.43403569981,0.0,020402020302,wikisrat,12
3660,Wooded Areas,1251.64806847148,91.3391059241374,5.8912790914134,020402020303,wikisrat,12
3661,Subsurface Flow,,26819.1959954119,512.559965992903,020402020303,wikisrat,12
3662,Stream Bank Erosion,5823751.7680381,3344.12970897747,1612.92736391355,020402020303,wikisrat,12
3663,Septic Systems,,3588.88445275998,0.0,020402020303,wikisrat,12
3664,Point Sources,,16413.4414513646,2175.89023687385,020402020303,wikisrat,12
3665,Open Land,230.975529534079,8.86596702118972,0.422049597945839,020402020303,wikisrat,12
3666,Medium-Density Mixed,122667.552737771,2755.52150210038,269.890303816643,020402020303,wikisrat,12
3667,Low-Density Open Space,53776.2241684281,1460.2838215486,149.316659003798,020402020303,wikisrat,12
3668,Low-Density Mixed,56444.0321806986,1536.9249767711,156.247421838332,020402020303,wikisrat,12
3669,High-Density Mixed,58199.3791262845,1307.28838753934,128.055442644761,020402020303,wikisrat,12
3670,Hay/Pasture,21421.7885727763,219.576070546316,98.2882781779899,020402020303,wikisrat,12
3671,Farm Animals,,1314.02617394609,325.959879288992,020402020303,wikisrat,12
3672,Cropland,31227.4290857699,153.289856218652,44.6724473919024,020402020303,wikisrat,12
3673,Barren Areas,0.102635598028442,0.409444226017789,0.0131047223933856,020402020303,wikisrat,12
3674,Wetlands,209.747660339402,51.4527884907679,2.82757216001849,020402020303,wikisrat,12
3675,Septic Systems,,6938.11792007588,0.0,020402020304,wikisrat,12
3676,Farm Animals,,517.513837235077,130.48498828067,020402020304,wikisrat,12
3677,Hay/Pasture,26626.9017011297,188.355391594691,81.9496059901499,020402020304,wikisrat,12
3678,High-Density Mixed,83515.3526625084,1756.2688851096,175.396679335359,020402020304,wikisrat,12
3679,Low-Density Mixed,41132.3779242372,1114.22475782862,113.927178418801,020402020304,wikisrat,12
3680,Low-Density Open Space,39680.6455531554,1086.20895587567,108.643774851821,020402020304,wikisrat,12
3681,Medium-Density Mixed,247292.857358078,5200.89817315681,519.295888217123,020402020304,wikisrat,12
3682,Open Land,273.914509341588,18.7591769076101,0.639337459159472,020402020304,wikisrat,12
3683,Point Sources,,2389.66591831967,319.09992957608,020402020304,wikisrat,12
3684,Stream Bank Erosion,9229328.21889732,4467.34790025533,2363.25305139666,020402020304,wikisrat,12
3685,Subsurface Flow,,231550.160868455,2122.79545316951,020402020304,wikisrat,12
3686,Wetlands,143.34150459202,63.976379308931,3.35267215510533,020402020304,wikisrat,12
3687,Wooded Areas,1512.74891171077,114.648413434892,7.11859113413924,020402020304,wikisrat,12
3688,Cropland,0.0,0.0,0.0,020402020304,wikisrat,12
3689,Barren Areas,5.8326775642461,4.92539413947385,0.164287504009595,020402020304,wikisrat,12
3690,Wetlands,189.47634604148,78.7841049619164,3.50353923654937,020402020305,wikisrat,12
3691,Stream Bank Erosion,2014293.03055311,1269.37386310064,413.471587854073,020402020305,wikisrat,12
3692,Subsurface Flow,,20473.8836770798,272.269605047756,020402020305,wikisrat,12
3693,Barren Areas,0.918787283651757,1.87601866682883,0.0519369646327693,020402020305,wikisrat,12
3694,Cropland,136138.550697901,1080.41542303895,174.674998523096,020402020305,wikisrat,12
3695,Farm Animals,,373.200500089846,74.9904260342939,020402020305,wikisrat,12
3696,High-Density Mixed,29918.1804164186,731.831248716884,61.0356614531162,020402020305,wikisrat,12
3697,Low-Density Mixed,19739.3772321502,587.957772444005,50.8284027411114,020402020305,wikisrat,12
3698,Hay/Pasture,875.590344268671,26.2156729996582,8.02768352760062,020402020305,wikisrat,12
3699,Medium-Density Mixed,59708.9784499546,1457.77915026853,122.075488508259,020402020305,wikisrat,12
3700,Open Land,341.672835981246,32.1797615044641,0.8154491166449,020402020305,wikisrat,12
3701,Wooded Areas,371.408143472702,17.8692623259462,1.01374440805582,020402020305,wikisrat,12
3702,Point Sources,,0.0,0.0,020402020305,wikisrat,12
3703,Septic Systems,,1971.79497276977,0.0,020402020305,wikisrat,12
3704,Low-Density Open Space,16076.9947265382,480.024867944388,41.2803561323507,020402020305,wikisrat,12
3705,Wooded Areas,665.956458688634,41.4979497753846,2.14059741455317,020402020401,wikisrat,12
3706,Open Land,875.684962647976,28.2569645678336,1.13503232455985,020402020401,wikisrat,12
3707,Wetlands,919.859440793609,323.521569429327,14.0497709658869,020402020401,wikisrat,12
3708,Subsurface Flow,,36107.240464029,515.570187860598,020402020401,wikisrat,12
3709,Septic Systems,,6379.24503078981,0.0,020402020401,wikisrat,12
3710,Point Sources,,99967.6416836331,11732.4143156214,020402020401,wikisrat,12
3711,Medium-Density Mixed,191872.989506924,4728.24682593358,397.601437557688,020402020401,wikisrat,12
3712,Stream Bank Erosion,11374005.4107488,5686.16007533297,1996.71666684331,020402020401,wikisrat,12
3713,Low-Density Mixed,69273.1859540134,2120.77516791809,185.430016090631,020402020401,wikisrat,12
3714,High-Density Mixed,102849.840047599,2505.25622949752,215.959083401399,020402020401,wikisrat,12
3715,Hay/Pasture,236.445429199029,8.51187730908407,2.54170371162831,020402020401,wikisrat,12
3716,Farm Animals,,561.676870603357,110.284124024628,020402020401,wikisrat,12
3717,Cropland,24494.7014868713,515.701945480364,51.346453483829,020402020401,wikisrat,12
3718,Barren Areas,0.671140359053959,0.429911247721034,0.0139280178248755,020402020401,wikisrat,12
3719,Low-Density Open Space,38295.5752714192,1179.42114131854,101.839508292784,020402020401,wikisrat,12
3720,Wooded Areas,126.680050155482,67.3690780308477,3.19733558755914,020402020402,wikisrat,12
3721,Wetlands,2.35479695418963,14.3958781678995,0.666888666292373,020402020402,wikisrat,12
3722,Subsurface Flow,,389513.844347733,2808.41347233711,020402020402,wikisrat,12
3723,Stream Bank Erosion,6943971.38194104,3238.03596040113,1337.0124178918,020402020402,wikisrat,12
3724,Septic Systems,,8587.07496420874,0.0,020402020402,wikisrat,12
3725,Point Sources,,0.0,0.0,020402020402,wikisrat,12
3726,Open Land,11.4008621402452,3.42797120766608,0.0693586779238821,020402020402,wikisrat,12
3727,Medium-Density Mixed,258323.437183392,6383.0929483914,578.527905648762,020402020402,wikisrat,12
3728,Low-Density Mixed,43212.8491681699,1204.12887561717,113.030883616647,020402020402,wikisrat,12
3729,High-Density Mixed,168616.872646685,4165.31063814215,377.74168778296,020402020402,wikisrat,12
3730,Hay/Pasture,1801.39631577548,19.8741230451878,6.75231479952396,020402020402,wikisrat,12
3731,Farm Animals,,677.392585609744,158.681771301996,020402020402,wikisrat,12
3732,Cropland,308.113497476463,22.7577114951405,2.36994613342593,020402020402,wikisrat,12
3733,Barren Areas,0.423346725715489,0.74934858318863,0.0222993513937804,020402020402,wikisrat,12
3734,Low-Density Open Space,43682.3350221582,1217.54409022707,114.22452488982,020402020402,wikisrat,12
3735,Wooded Areas,436.749509527678,18.9611199203556,0.872367332419388,020402020403,wikisrat,12
3736,Wetlands,418.656776841116,102.663005356775,3.78750890845957,020402020403,wikisrat,12
3737,Subsurface Flow,,168593.004665763,882.013248053217,020402020403,wikisrat,12
3738,Stream Bank Erosion,3277102.28541729,1548.65098978582,525.857721489243,020402020403,wikisrat,12
3739,Septic Systems,,5401.31402347332,0.0,020402020403,wikisrat,12
3740,Point Sources,,41542.7755669227,2353.04592840008,020402020403,wikisrat,12
3741,Open Land,500.225319121369,41.827192870261,0.948599796570139,020402020403,wikisrat,12
3742,Medium-Density Mixed,136925.853436855,4155.32156797789,288.073336030497,020402020403,wikisrat,12
3743,Low-Density Mixed,28755.331568327,938.9410542482,67.2662736583247,020402020403,wikisrat,12
3744,High-Density Mixed,132184.711216239,4004.19651327073,278.399931471877,020402020403,wikisrat,12
3745,Hay/Pasture,754.402404638662,7.71971116834215,1.76624471373304,020402020403,wikisrat,12
3746,Farm Animals,,265.823279855439,43.7678577109132,020402020403,wikisrat,12
3747,Cropland,3827.93709852683,107.162443710163,8.85449630339459,020402020403,wikisrat,12
3748,Barren Areas,0.224799668890374,1.18018295356947,0.0245822203517547,020402020403,wikisrat,12
3749,Low-Density Open Space,20652.4159449027,689.501813040643,47.0166422504151,020402020403,wikisrat,12
3750,Wooded Areas,716.622027894111,52.1480313348038,2.0437772392936,020402020404,wikisrat,12
3751,Wetlands,833.361589684558,296.054810751443,10.447628103147,020402020404,wikisrat,12
3752,Subsurface Flow,,80695.4820916555,756.513382981856,020402020404,wikisrat,12
3753,Stream Bank Erosion,9634162.22465899,4727.69435662891,1551.18294651504,020402020404,wikisrat,12
3754,Septic Systems,,6753.56364348992,0.0,020402020404,wikisrat,12
3755,Point Sources,,0.0,0.0,020402020404,wikisrat,12
3756,Open Land,369.971655581874,25.3517266261281,0.645755715306226,020402020404,wikisrat,12
3757,Medium-Density Mixed,199614.933701068,4999.03342592382,400.753222687161,020402020404,wikisrat,12
3758,Low-Density Open Space,46187.0423121369,1514.7622560305,111.221095654305,020402020404,wikisrat,12
3759,Low-Density Mixed,67269.134019392,2163.89157402433,165.710434829641,020402020404,wikisrat,12
3760,High-Density Mixed,100424.836030624,2472.48953611654,205.202825391853,020402020404,wikisrat,12
3761,Hay/Pasture,130.441069893666,5.19921926449797,1.13776610298601,020402020404,wikisrat,12
3762,Farm Animals,,359.93206448128,62.7955898791142,020402020404,wikisrat,12
3763,Cropland,8434.30241576587,117.280184999396,11.2281889182152,020402020404,wikisrat,12
3764,Barren Areas,2.86861274850393,6.94240394716832,0.118836334358319,020402020404,wikisrat,12
3765,Wooded Areas,7.69637805510424,15.8789183554689,0.57132858047372,020402020405,wikisrat,12
3766,Wetlands,21.3142624979848,99.4943898496675,3.77948244528076,020402020405,wikisrat,12
3767,Subsurface Flow,,418707.516229963,2705.36456946783,020402020405,wikisrat,12
3768,Stream Bank Erosion,18987925.2751352,8022.277605601,3002.31642089832,020402020405,wikisrat,12
3769,Septic Systems,,9880.23204246937,0.0,020402020405,wikisrat,12
3770,Point Sources,,6112710.06639096,228045.718093538,020402020405,wikisrat,12
3771,Open Land,40.3183633195558,53.724757061424,0.984999912359072,020402020405,wikisrat,12
3772,Medium-Density Mixed,259107.797359924,8066.36589396654,695.210881082531,020402020405,wikisrat,12
3773,Low-Density Open Space,13420.2743268739,479.538891336494,31.69497317471,020402020405,wikisrat,12
3774,Low-Density Mixed,33170.369789764,1160.13365492302,80.2347704245399,020402020405,wikisrat,12
3775,High-Density Mixed,475255.594632645,14099.0109939954,1333.68318653261,020402020405,wikisrat,12
3776,Hay/Pasture,127.021346892054,23.0122826559961,7.06565431141103,020402020405,wikisrat,12
3777,Farm Animals,,273.444062089888,67.3582887001606,020402020405,wikisrat,12
3778,Cropland,0.0,0.0,0.0,020402020405,wikisrat,12
3779,Barren Areas,0.100735580514096,8.08653037469627,0.232247951334709,020402020405,wikisrat,12
3780,Wooded Areas,742.485165035992,48.871446752035,1.71808259053751,020402020501,wikisrat,12
3781,Wetlands,611.309148501928,119.250419771563,3.7133456997198,020402020501,wikisrat,12
3782,Subsurface Flow,,26966.8443811918,225.972222111909,020402020501,wikisrat,12
3783,Stream Bank Erosion,2427924.08788706,1109.62402753512,357.887101405735,020402020501,wikisrat,12
3784,Septic Systems,,2360.04222965097,0.0,020402020501,wikisrat,12
3785,Point Sources,,0.0,0.0,020402020501,wikisrat,12
3786,Open Land,396.886842726509,17.5085683856191,0.509628459627943,020402020501,wikisrat,12
3787,Medium-Density Mixed,64998.9635249679,1653.81064120427,101.281346962357,020402020501,wikisrat,12
3788,Low-Density Open Space,18779.2113038972,689.986078322534,41.0877961308138,020402020501,wikisrat,12
3789,Low-Density Mixed,33249.3355988577,1168.20090357492,76.3955945341786,020402020501,wikisrat,12
3790,High-Density Mixed,15846.0795304534,400.569236700299,24.8316257410294,020402020501,wikisrat,12
3791,Hay/Pasture,233.916212943279,9.46040996065252,2.17883212563197,020402020501,wikisrat,12
3792,Farm Animals,,160.028999244994,24.1850006541366,020402020501,wikisrat,12
3793,Cropland,5643.17547578626,82.1696293113476,5.75905986527878,020402020501,wikisrat,12
3794,Barren Areas,3.61008968688318,2.72265128337274,0.0432963767466637,020402020501,wikisrat,12
3795,Wooded Areas,1184.55818219434,73.7780155055055,2.51552792222618,020402020502,wikisrat,12
3796,Wetlands,579.226850751435,194.306246760547,5.91489474808597,020402020502,wikisrat,12
3797,Subsurface Flow,,28872.2550899194,242.338439636601,020402020502,wikisrat,12
3798,Stream Bank Erosion,3826641.70801019,1680.54310937925,532.449301981545,020402020502,wikisrat,12
3799,Septic Systems,,3208.13306803092,0.0,020402020502,wikisrat,12
3800,Point Sources,,0.0,0.0,020402020502,wikisrat,12
3801,Open Land,617.992146022991,27.6048564365924,0.749043545356183,020402020502,wikisrat,12
3802,Medium-Density Mixed,78758.0794647926,2272.04946785721,123.368576303596,020402020502,wikisrat,12
3803,Low-Density Open Space,24745.8793398531,955.034564228315,50.3942634024086,020402020502,wikisrat,12
3804,Low-Density Mixed,32506.7993409329,1244.7922488954,66.9583652558016,020402020502,wikisrat,12
3805,High-Density Mixed,25523.3510396098,774.087430071899,37.5816263720805,020402020502,wikisrat,12
3806,Hay/Pasture,589.092463441179,22.1940240537717,4.00146051793556,020402020502,wikisrat,12
3807,Farm Animals,,519.063462621074,60.6501992067698,020402020502,wikisrat,12
3808,Cropland,35158.3981073519,492.371485319562,35.2053954630107,020402020502,wikisrat,12
3809,Barren Areas,6.47624760651013,7.06407494227205,0.0824351034225147,020402020502,wikisrat,12
3810,Wooded Areas,427.07401790724,45.7122951149819,1.15160052515817,020402020503,wikisrat,12
3811,Wetlands,392.376077123741,160.920981234253,4.3692368964786,020402020503,wikisrat,12
3812,Subsurface Flow,,36831.8408660597,231.938529219862,020402020503,wikisrat,12
3813,Stream Bank Erosion,3672981.26602978,1291.3570468202,457.973322150292,020402020503,wikisrat,12
3814,Septic Systems,,3646.05356849484,0.0,020402020503,wikisrat,12
3815,Point Sources,,557728.702425488,30816.6521504331,020402020503,wikisrat,12
3816,Open Land,770.238898826886,38.2322311195987,0.922852987166004,020402020503,wikisrat,12
3817,Medium-Density Mixed,86643.5644526935,2633.49748156625,130.82888857204,020402020503,wikisrat,12
3818,Low-Density Open Space,12178.5954418916,493.161939792729,23.422496698111,020402020503,wikisrat,12
3819,Low-Density Mixed,24443.3117893534,974.896880940527,47.8412877837995,020402020503,wikisrat,12
3820,High-Density Mixed,38414.7552806398,1176.26362935213,57.6641580969572,020402020503,wikisrat,12
3821,Hay/Pasture,194.812929729214,6.90698550929596,1.10483874593391,020402020503,wikisrat,12
3822,Farm Animals,,429.499761973039,48.1005472008726,020402020503,wikisrat,12
3823,Cropland,23835.4736725578,357.210966575755,24.5166287650917,020402020503,wikisrat,12
3824,Barren Areas,1.97758903623059,1.75919915389058,0.0304677562091599,020402020503,wikisrat,12
3825,Wooded Areas,663.552297771403,52.352177931309,3.14414199331449,020402020504,wikisrat,12
3826,Wetlands,148.606265478604,15.9634515330528,0.926917428460523,020402020504,wikisrat,12
3827,Subsurface Flow,,57612.3339352411,602.25123425943,020402020504,wikisrat,12
3828,Stream Bank Erosion,3692504.56782304,1443.53233815203,626.495029965083,020402020504,wikisrat,12
3829,Septic Systems,,5309.50910869225,0.0,020402020504,wikisrat,12
3830,Point Sources,,0.0,0.0,020402020504,wikisrat,12
3831,Open Land,97.3928837482345,2.09149368512122,0.104894820015145,020402020504,wikisrat,12
3832,Medium-Density Mixed,169173.176072282,3948.77007727476,405.916501190385,020402020504,wikisrat,12
3833,Low-Density Open Space,33749.4626678237,900.354326518143,95.7787068672227,020402020504,wikisrat,12
3834,Low-Density Mixed,38770.7041201585,1034.24286721959,110.036389022583,020402020504,wikisrat,12
3835,High-Density Mixed,111093.265145374,2593.00178768617,266.569049274687,020402020504,wikisrat,12
3836,Hay/Pasture,1257.381351833,6.45116098492793,2.34314740876462,020402020504,wikisrat,12
3837,Farm Animals,,284.083713201267,75.8226704018684,020402020504,wikisrat,12
3838,Cropland,0.0,0.889131417619084,0.0850821391907218,020402020504,wikisrat,12
3839,Barren Areas,1.77971437525543,1.37120056634194,0.0466790246878562,020402020504,wikisrat,12
3840,Wooded Areas,2261.79900849318,347.238863689781,7.9762898859027,020402020505,wikisrat,12
3841,Wetlands,616.440888422693,189.57505223671,5.39783255684285,020402020505,wikisrat,12
3842,Subsurface Flow,,82211.0030166137,553.307265215878,020402020505,wikisrat,12
3843,Stream Bank Erosion,13305283.2052582,4156.17243284918,1501.41910935891,020402020505,wikisrat,12
