,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
3525,Barren Areas,368.4641996610286,46.15575152813449,2.0351726409234123,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3526,Cropland,933882.4479240407,11805.899962872687,2807.700553376221,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3527,Farm Animals,0.0,588.7883033674831,156.5911300984239,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3528,Hay/Pasture,706966.3235446496,4480.773795678651,2123.9945334759636,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3529,High-Density Mixed,12560.905415341911,265.2090256665581,27.193390923034716,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3530,Low-Density Mixed,18380.651638875257,443.3329491211997,47.795833058322565,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3531,Low-Density Open Space,42928.444887327,1035.4145460672112,111.62829401262921,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3532,Medium-Density Mixed,33500.21625713921,707.3184153049398,72.525383048734,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3533,Open Land,15511.586511930116,143.5768865051431,24.497472963414108,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3534,Point Sources,0.0,28153.30355363934,2487.125013403835,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3535,Septic Systems,0.0,886.278294,0.0,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3536,Stream Bank Erosion,6772088.0,5878.0,2478.0,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3537,Subsurface Flow,0.0,41577.64679244443,1646.4131071617905,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3538,Wetlands,143.13026843300077,62.71781754833724,3.4842706562188352,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3539,Wooded Areas,20951.267263213078,1453.3693155064998,103.32920922756284,gwlfe,0204010605,10,0204010605,Aquashicola Creek,PA,50115.5,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3540,Barren Areas,22.27793076884071,9.373897827697867,0.34260234308347437,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3541,Cropland,759794.8499719368,8406.41132055067,2091.465663857168,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3542,Farm Animals,0.0,228.8183046913439,63.59667594302099,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3543,Hay/Pasture,763179.8106556556,4185.347159585791,1959.24556367133,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3544,High-Density Mixed,715.5025556382037,13.024984334720015,1.3254251135467705,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3545,Low-Density Mixed,9104.215080144066,213.95444428071363,23.141394044847807,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3546,Low-Density Open Space,27023.502811761507,635.0683145896464,68.6892303766982,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3547,Medium-Density Mixed,7541.396936426668,137.283334887949,13.969980696782962,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3548,Open Land,2424.330069910163,43.18173386096747,4.254728598939529,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3549,Point Sources,0.0,0.0,0.0,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3550,Septic Systems,0.0,186.92414928000002,0.0,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3551,Stream Bank Erosion,2961341.0,2549.0,1087.0,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3552,Subsurface Flow,0.0,23390.13821196121,857.4572718491437,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3553,Wetlands,71.50374555130347,31.78698064761486,1.764982884520697,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3554,Wooded Areas,8902.163702098936,1094.0018861538879,69.0309748813315,gwlfe,020401060501,12,020401060501,Buckwha Creek,PA,27133.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3555,Barren Areas,441.11399938952206,40.072021566598295,1.9292107591848109,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3556,Cropland,376617.811194507,4090.222468068669,1016.7342376239866,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3557,Farm Animals,0.0,342.4237248057316,88.71460392590816,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3558,Hay/Pasture,168046.2423592868,1056.2756010045214,497.26430860970794,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3559,High-Density Mixed,11717.113161726904,254.94826634658372,26.1782051970274,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3560,Low-Density Mixed,9372.0015884964,234.37081946874693,25.15694297764643,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3561,Low-Density Open Space,15809.282407775068,395.35145594416593,42.43631547588262,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3562,Medium-Density Mixed,26049.771313331967,566.8071941775232,58.200023279073314,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3563,Open Land,14698.614923074862,117.44222787033719,22.810070228176972,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3564,Point Sources,0.0,28153.30355363934,2487.125013403835,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3565,Septic Systems,0.0,699.3541447199998,0.0,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3566,Stream Bank Erosion,1524905.0,1334.0,557.0,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3567,Subsurface Flow,0.0,16793.85559484853,707.7778350586517,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3568,Wetlands,98.75238186739799,29.939851262188988,1.701976241245119,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3569,Wooded Areas,19697.89890242501,625.6387838440533,58.100088038755466,gwlfe,020401060502,12,020401060502,Aquashicola Creek,PA,22981.73,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3570,Barren Areas,2.2900296109275735,1.6309190861159122,0.05763190717641809,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3571,Cropland,5696889.89406438,36118.70970745007,11933.192331975531,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3572,Farm Animals,0.0,4940.361677323861,1199.7314746303132,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3573,Hay/Pasture,665444.7185733543,3302.9165344805433,1700.9601675275685,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3574,High-Density Mixed,81789.29215484849,1953.287719108088,201.39167532009802,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3575,Low-Density Mixed,51611.03326577062,1340.932052234347,143.28876104568155,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3576,Low-Density Open Space,61277.267730911735,1592.0753213871574,170.12532433157372,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3577,Medium-Density Mixed,110311.39419043774,2634.451110567537,271.62231017781244,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3578,Open Land,538.91607175199,22.33784533378806,1.2380864426812817,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3579,Point Sources,0.0,12718.844499174404,5719.558532490933,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3580,Septic Systems,0.0,3116.47676472,0.0,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3581,Stream Bank Erosion,18528015.0,14363.0,7089.0,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3582,Subsurface Flow,0.0,258131.7941271453,3045.3974091982077,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3583,Wetlands,46.80538967349623,14.510281607030048,0.8276908288281642,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3584,Wooded Areas,6194.787431979703,408.16441627084123,29.95178067976431,gwlfe,0204010606,10,0204010606,Jordan Creek,PA,52691.74,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3585,Barren Areas,1.1066318604989263,0.7421193635953099,0.026320625826714607,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3586,Cropland,4441632.16817295,28549.68740308771,9079.243137987614,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3587,Farm Animals,0.0,2544.2120114598283,617.5790692394655,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3588,Hay/Pasture,410715.4544333,2148.1254874634074,1002.6328766009245,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3589,High-Density Mixed,7477.078909098414,166.68592962635245,17.13457981524918,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3590,Low-Density Mixed,10332.945361807384,247.45834938072147,26.70204186488395,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3591,Low-Density Open Space,25748.085797761254,616.6275527573983,66.53731737067721,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3592,Medium-Density Mixed,14484.393698253474,322.89944482591835,33.1926415269225,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3593,Open Land,720.7296162595683,8.865239794386383,1.2433992195331383,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3594,Point Sources,0.0,0.0,0.0,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3595,Septic Systems,0.0,393.18527952,0.0,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3596,Stream Bank Erosion,4124497.0,3746.0,1600.0,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3597,Subsurface Flow,0.0,120191.82122423517,1534.887706324315,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3598,Wetlands,36.589599101584554,9.880702196502291,0.5698223433775309,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3599,Wooded Areas,3729.891201867448,230.72419311777264,17.218429324700143,gwlfe,020401060601,12,020401060601,Upper Jordan Creek,PA,27107.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3600,Barren Areas,1.3315858528261635,0.8890572797004067,0.03153374076124878,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3601,Cropland,2552577.3351251874,12438.500934098969,4893.241084516367,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3602,Farm Animals,0.0,2394.71911562719,581.6444254853376,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3603,Hay/Pasture,410092.56537685846,1611.5375477422876,936.7639670735513,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3604,High-Density Mixed,74296.93792254728,1789.5389247275962,184.57415343193958,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3605,Low-Density Mixed,42015.28282237031,1131.7645619256973,120.4422202149556,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3606,Low-Density Open Space,34804.748660303776,937.5345939475566,99.77229524773186,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3607,Medium-Density Mixed,96004.89102119567,2312.403367494936,238.5027160074281,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3608,Open Land,263.86424165692114,8.78059670818295,0.5606343888444604,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3609,Point Sources,0.0,12718.844499174404,5719.558532490933,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3610,Septic Systems,0.0,2723.2914851999994,0.0,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3611,Stream Bank Erosion,7391159.0,4632.0,2789.0,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3612,Subsurface Flow,0.0,135413.08835766034,1496.8861490770187,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3613,Wetlands,20.468385510076164,4.668682992902849,0.2739125257642205,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3614,Wooded Areas,3713.7557982734625,181.08528032482369,14.645988860920681,gwlfe,020401060602,12,020401060602,Lower Jordan Creek,PA,25584.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3615,Barren Areas,5.30034024607039,2.86097469446102,0.10285634493690601,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3616,Cropland,7395319.9559382,31862.131442090846,13333.462091170277,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3617,Farm Animals,0.0,13896.216276577517,3416.3756403295206,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3618,Hay/Pasture,492875.37716882734,1827.7883649210282,1076.9148360347438,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3619,High-Density Mixed,180808.6463356495,4034.2018787217303,414.6959908711382,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3620,Low-Density Mixed,132198.2738663646,3502.3387841767144,373.3151429282805,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3621,Low-Density Open Space,132310.37258015387,3505.308623808338,373.6316988570109,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3622,Medium-Density Mixed,348646.87123883853,7779.007760232632,799.6435052343253,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3623,Open Land,964.8610097459017,31.60299646658639,2.0281263986625753,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3624,Point Sources,0.0,14259.991409230302,459.7390782396895,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3625,Septic Systems,0.0,10059.64402608,0.0,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3626,Stream Bank Erosion,28658333.0,18105.0,10729.0,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3627,Subsurface Flow,0.0,301545.4408773906,3389.003857816947,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3628,Wetlands,203.50817167937683,32.74443822029282,2.0010676913471444,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3629,Wooded Areas,7570.99300230322,396.2174910598754,31.183774263200256,gwlfe,0204010607,10,0204010607,Little Lehigh Creek,PA,68795.06,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,14737"
3630,Barren Areas,1.513899641277375,0.6928428510741746,0.025278976846006867,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3631,Cropland,3378232.181328327,14353.48789223464,6132.373637336101,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3632,Farm Animals,0.0,2116.6265397242487,519.0830640819838,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3633,Hay/Pasture,186053.36872693483,676.4152943330156,389.7262500813572,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3634,High-Density Mixed,67577.54006881938,1639.7881296072856,169.18076896900797,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3635,Low-Density Mixed,23974.6019045109,630.9602312948147,67.32337051380208,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3636,Low-Density Open Space,25151.030044476436,661.9213031095138,70.62691264831656,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3637,Medium-Density Mixed,84151.51969902878,2041.960434640779,210.67382444069247,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3638,Open Land,171.7165625309971,3.7285092611736657,0.32829263542429354,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3639,Point Sources,0.0,2908.3341688946334,249.2895001835216,gwlfe,020401060701,12,020401060701,Spring Creek,PA,15182.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
